TIMESTAMP: 5, UE_ID: 26, CELL_SOURCE_ID: 11, CELL_TARGET_ID: 1, RSRP_SOURCE: -69.31, RSRP_TARGET: -47.90, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 42.09, SINR_TARGET: 62.22, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 5, UE_ID: 85, CELL_SOURCE_ID: 11, CELL_TARGET_ID: 1, RSRP_SOURCE: -74.26, RSRP_TARGET: -66.63, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 34.94, SINR_TARGET: 42.27, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 5, UE_ID: 86, CELL_SOURCE_ID: 11, CELL_TARGET_ID: 1, RSRP_SOURCE: -64.06, RSRP_TARGET: -55.87, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 49.02, SINR_TARGET: 53.61, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 0
TIMESTAMP: 5, UE_ID: 101, CELL_SOURCE_ID: 11, CELL_TARGET_ID: 1, RSRP_SOURCE: -75.41, RSRP_TARGET: -48.12, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 34.75, SINR_TARGET: 62.20, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 0
TIMESTAMP: 7, UE_ID: 4, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -72.25, RSRP_TARGET: -63.13, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 28.21, SINR_TARGET: 47.49, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 7, UE_ID: 43, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -83.27, RSRP_TARGET: -66.54, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 15.35, SINR_TARGET: 40.89, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 7, UE_ID: 46, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -77.47, RSRP_TARGET: -61.45, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 16.98, SINR_TARGET: 49.08, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 7, UE_ID: 99, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -87.32, RSRP_TARGET: -77.12, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 13.76, SINR_TARGET: 30.68, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 0
TIMESTAMP: 7, UE_ID: 107, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -73.47, RSRP_TARGET: -66.13, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 21.24, SINR_TARGET: 48.39, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 0
TIMESTAMP: 7, UE_ID: 114, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -85.10, RSRP_TARGET: -58.92, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 11.38, SINR_TARGET: 54.36, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
TIMESTAMP: 8, UE_ID: 18, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -64.09, RSRP_TARGET: -50.93, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 34.56, SINR_TARGET: 57.65, TIME_TO_TRIGGER: 4.00, A3_OFFSET: 6.00, HOF: 1
