TIMESTAMP: 22, UE_ID: 61, CELL_SOURCE_ID: 37, CELL_TARGET_ID: 34, RSRP_SOURCE: -102.24, RSRP_TARGET: -87.57, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -3.75, SINR_TARGET: 12.56, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 25, UE_ID: 14, CELL_SOURCE_ID: 34, CELL_TARGET_ID: 36, RSRP_SOURCE: -110.59, RSRP_TARGET: -98.27, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -11.74, SINR_TARGET: 0.87, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 27, UE_ID: 9, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 54, RSRP_SOURCE: -110.88, RSRP_TARGET: -99.49, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -12.63, SINR_TARGET: -0.73, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 33, UE_ID: 38, CELL_SOURCE_ID: 20, CELL_TARGET_ID: 52, RSRP_SOURCE: -106.81, RSRP_TARGET: -95.61, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -8.25, SINR_TARGET: 3.22, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 33, UE_ID: 62, CELL_SOURCE_ID: 9, CELL_TARGET_ID: 4, RSRP_SOURCE: -114.94, RSRP_TARGET: -104.34, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -16.49, SINR_TARGET: -8.04, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 35, UE_ID: 96, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 14, RSRP_SOURCE: -110.58, RSRP_TARGET: -98.71, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -10.23, SINR_TARGET: -3.26, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 36, UE_ID: 64, CELL_SOURCE_ID: 20, CELL_TARGET_ID: 4, RSRP_SOURCE: -108.00, RSRP_TARGET: -83.96, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -7.28, SINR_TARGET: 16.22, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 36, UE_ID: 79, CELL_SOURCE_ID: 20, CELL_TARGET_ID: 19, RSRP_SOURCE: -57.33, RSRP_TARGET: -44.87, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 40.46, SINR_TARGET: 52.90, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 37, UE_ID: 2, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 53, RSRP_SOURCE: -106.62, RSRP_TARGET: -95.69, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -9.36, SINR_TARGET: 3.30, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 38, UE_ID: 64, CELL_SOURCE_ID: 20, CELL_TARGET_ID: 4, RSRP_SOURCE: -112.38, RSRP_TARGET: -95.38, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -13.80, SINR_TARGET: -0.83, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 39, UE_ID: 2, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 55, RSRP_SOURCE: -110.73, RSRP_TARGET: -99.56, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -10.67, SINR_TARGET: -1.19, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 41, UE_ID: 47, CELL_SOURCE_ID: 24, CELL_TARGET_ID: 4, RSRP_SOURCE: -114.39, RSRP_TARGET: -97.90, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -17.98, SINR_TARGET: 0.74, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 41, UE_ID: 67, CELL_SOURCE_ID: 3, CELL_TARGET_ID: 16, RSRP_SOURCE: -114.81, RSRP_TARGET: -101.88, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -13.47, SINR_TARGET: -3.15, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 43, UE_ID: 44, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 13, RSRP_SOURCE: -111.40, RSRP_TARGET: -98.41, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -9.35, SINR_TARGET: 0.97, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 44, UE_ID: 2, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 55, RSRP_SOURCE: -113.65, RSRP_TARGET: -95.83, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -12.82, SINR_TARGET: 2.45, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 84, UE_ID: 64, CELL_SOURCE_ID: 4, CELL_TARGET_ID: 7, RSRP_SOURCE: -111.18, RSRP_TARGET: -100.18, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -14.35, SINR_TARGET: 1.36, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 98, UE_ID: 44, CELL_SOURCE_ID: 13, CELL_TARGET_ID: 40, RSRP_SOURCE: -112.41, RSRP_TARGET: -100.80, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -18.00, SINR_TARGET: -3.97, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 109, UE_ID: 11, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -103.89, RSRP_TARGET: -92.45, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -6.16, SINR_TARGET: 6.80, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 139, UE_ID: 67, CELL_SOURCE_ID: 47, CELL_TARGET_ID: 46, RSRP_SOURCE: -113.70, RSRP_TARGET: -103.00, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.02, SINR_TARGET: -5.15, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 149, UE_ID: 25, CELL_SOURCE_ID: 13, CELL_TARGET_ID: 1, RSRP_SOURCE: -104.75, RSRP_TARGET: -86.97, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -7.01, SINR_TARGET: 13.53, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 149, UE_ID: 48, CELL_SOURCE_ID: 16, CELL_TARGET_ID: 46, RSRP_SOURCE: -105.65, RSRP_TARGET: -89.10, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -8.87, SINR_TARGET: 5.91, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 149, UE_ID: 51, CELL_SOURCE_ID: 22, CELL_TARGET_ID: 25, RSRP_SOURCE: -113.48, RSRP_TARGET: -96.75, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -16.62, SINR_TARGET: -0.60, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 157, UE_ID: 38, CELL_SOURCE_ID: 56, CELL_TARGET_ID: 55, RSRP_SOURCE: -109.70, RSRP_TARGET: -99.17, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -12.21, SINR_TARGET: -4.88, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 168, UE_ID: 64, CELL_SOURCE_ID: 28, CELL_TARGET_ID: 31, RSRP_SOURCE: -103.72, RSRP_TARGET: -92.99, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -5.56, SINR_TARGET: 7.45, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 176, UE_ID: 62, CELL_SOURCE_ID: 55, CELL_TARGET_ID: 57, RSRP_SOURCE: -110.42, RSRP_TARGET: -100.41, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -13.58, SINR_TARGET: -3.47, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
