TIMESTAMP: 8, UE_ID: 36, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 2, RSRP_SOURCE: -107.16, RSRP_TARGET: -93.87, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -10.52, SINR_TARGET: 17.50, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 9, UE_ID: 69, CELL_SOURCE_ID: 23, CELL_TARGET_ID: 4, RSRP_SOURCE: -109.74, RSRP_TARGET: -88.88, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -12.90, SINR_TARGET: 21.38, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 18, UE_ID: 23, CELL_SOURCE_ID: 15, CELL_TARGET_ID: 1, RSRP_SOURCE: -109.58, RSRP_TARGET: -90.86, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -11.55, SINR_TARGET: 19.33, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 20, UE_ID: 65, CELL_SOURCE_ID: 50, CELL_TARGET_ID: 3, RSRP_SOURCE: -102.94, RSRP_TARGET: -92.09, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -4.71, SINR_TARGET: 15.75, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 26, UE_ID: 35, CELL_SOURCE_ID: 54, CELL_TARGET_ID: 1, RSRP_SOURCE: -108.61, RSRP_TARGET: -98.14, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -8.87, SINR_TARGET: 11.94, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 27, UE_ID: 30, CELL_SOURCE_ID: 54, CELL_TARGET_ID: 1, RSRP_SOURCE: -111.74, RSRP_TARGET: -98.58, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -8.80, SINR_TARGET: 13.01, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 38, UE_ID: 12, CELL_SOURCE_ID: 50, CELL_TARGET_ID: 2, RSRP_SOURCE: -106.80, RSRP_TARGET: -94.39, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -9.27, SINR_TARGET: 20.61, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 39, UE_ID: 13, CELL_SOURCE_ID: 57, CELL_TARGET_ID: 3, RSRP_SOURCE: -108.46, RSRP_TARGET: -95.93, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -9.20, SINR_TARGET: 13.79, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 41, UE_ID: 2, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 1, RSRP_SOURCE: -110.24, RSRP_TARGET: -96.29, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -13.78, SINR_TARGET: 13.78, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 41, UE_ID: 17, CELL_SOURCE_ID: 22, CELL_TARGET_ID: 1, RSRP_SOURCE: -108.06, RSRP_TARGET: -97.36, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -8.81, SINR_TARGET: 8.05, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 44, UE_ID: 21, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 1, RSRP_SOURCE: -108.25, RSRP_TARGET: -97.69, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -11.84, SINR_TARGET: 14.41, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
