TIMESTAMP: 8, UE_ID: 81, CELL_SOURCE_ID: 37, CELL_TARGET_ID: 7, RSRP_SOURCE: -113.22, RSRP_TARGET: -102.63, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.92, SINR_TARGET: 7.39, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 17, UE_ID: 81, CELL_SOURCE_ID: 37, CELL_TARGET_ID: 1, RSRP_SOURCE: -108.09, RSRP_TARGET: -97.81, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -6.50, SINR_TARGET: 11.12, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 18, UE_ID: 30, CELL_SOURCE_ID: 56, CELL_TARGET_ID: 1, RSRP_SOURCE: -114.12, RSRP_TARGET: -100.09, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.60, SINR_TARGET: 9.78, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 18, UE_ID: 32, CELL_SOURCE_ID: 37, CELL_TARGET_ID: 1, RSRP_SOURCE: -112.40, RSRP_TARGET: -100.72, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -14.57, SINR_TARGET: 3.97, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 21, UE_ID: 65, CELL_SOURCE_ID: 51, CELL_TARGET_ID: 4, RSRP_SOURCE: -114.21, RSRP_TARGET: -99.03, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -17.45, SINR_TARGET: 9.78, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 23, UE_ID: 38, CELL_SOURCE_ID: 21, CELL_TARGET_ID: 1, RSRP_SOURCE: -112.74, RSRP_TARGET: -94.26, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.60, SINR_TARGET: 17.72, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 23, UE_ID: 62, CELL_SOURCE_ID: 7, CELL_TARGET_ID: 1, RSRP_SOURCE: -109.05, RSRP_TARGET: -90.50, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -11.63, SINR_TARGET: 19.24, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 25, UE_ID: 21, CELL_SOURCE_ID: 54, CELL_TARGET_ID: 21, RSRP_SOURCE: -112.47, RSRP_TARGET: -98.78, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -12.41, SINR_TARGET: 11.73, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 27, UE_ID: 9, CELL_SOURCE_ID: 53, CELL_TARGET_ID: 1, RSRP_SOURCE: -106.31, RSRP_TARGET: -95.20, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -11.03, SINR_TARGET: 12.89, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 29, UE_ID: 9, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 6, RSRP_SOURCE: -105.74, RSRP_TARGET: -92.90, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 4.27, SINR_TARGET: 16.16, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 31, UE_ID: 29, CELL_SOURCE_ID: 5, CELL_TARGET_ID: 1, RSRP_SOURCE: -112.57, RSRP_TARGET: -93.71, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -13.86, SINR_TARGET: 15.52, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
