TIMESTAMP: 10, UE_ID: 65, CELL_SOURCE_ID: 49, CELL_TARGET_ID: 1, RSRP_SOURCE: -109.63, RSRP_TARGET: -94.40, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.82, SINR_TARGET: 15.01, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 17, UE_ID: 22, CELL_SOURCE_ID: 40, CELL_TARGET_ID: 15, RSRP_SOURCE: -114.68, RSRP_TARGET: -97.53, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -18.48, SINR_TARGET: 11.41, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 19, UE_ID: 76, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -88.69, RSRP_TARGET: -75.42, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 23.08, SINR_TARGET: 34.48, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 22, UE_ID: 74, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 1, RSRP_SOURCE: -73.03, RSRP_TARGET: -61.10, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 25.38, SINR_TARGET: 50.09, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 24, UE_ID: 96, CELL_SOURCE_ID: 1, CELL_TARGET_ID: 2, RSRP_SOURCE: -98.25, RSRP_TARGET: -78.85, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 2.11, SINR_TARGET: 29.72, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 25, UE_ID: 92, CELL_SOURCE_ID: 18, CELL_TARGET_ID: 1, RSRP_SOURCE: -79.48, RSRP_TARGET: -67.68, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 27.59, SINR_TARGET: 40.61, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 33, UE_ID: 9, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 2, RSRP_SOURCE: -105.81, RSRP_TARGET: -88.02, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -10.32, SINR_TARGET: 23.88, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 34, UE_ID: 17, CELL_SOURCE_ID: 56, CELL_TARGET_ID: 1, RSRP_SOURCE: -112.81, RSRP_TARGET: -96.26, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.05, SINR_TARGET: 13.69, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
TIMESTAMP: 35, UE_ID: 2, CELL_SOURCE_ID: 52, CELL_TARGET_ID: 2, RSRP_SOURCE: -101.33, RSRP_TARGET: -90.33, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -3.09, SINR_TARGET: 19.29, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 38, UE_ID: 64, CELL_SOURCE_ID: 19, CELL_TARGET_ID: 1, RSRP_SOURCE: -112.67, RSRP_TARGET: -96.74, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -14.31, SINR_TARGET: 11.81, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 39, UE_ID: 84, CELL_SOURCE_ID: 32, CELL_TARGET_ID: 7, RSRP_SOURCE: -111.11, RSRP_TARGET: -99.88, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -11.47, SINR_TARGET: 6.57, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 42, UE_ID: 48, CELL_SOURCE_ID: 6, CELL_TARGET_ID: 1, RSRP_SOURCE: -82.17, RSRP_TARGET: -63.88, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 30.28, SINR_TARGET: 47.28, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 42, UE_ID: 66, CELL_SOURCE_ID: 40, CELL_TARGET_ID: 1, RSRP_SOURCE: -110.77, RSRP_TARGET: -100.44, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.61, SINR_TARGET: 6.54, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 47, UE_ID: 15, CELL_SOURCE_ID: 27, CELL_TARGET_ID: 4, RSRP_SOURCE: -111.36, RSRP_TARGET: -99.18, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -15.30, SINR_TARGET: 9.84, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 47, UE_ID: 92, CELL_SOURCE_ID: 18, CELL_TARGET_ID: 1, RSRP_SOURCE: -94.69, RSRP_TARGET: -80.76, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: 11.65, SINR_TARGET: 28.21, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 51, UE_ID: 25, CELL_SOURCE_ID: 41, CELL_TARGET_ID: 2, RSRP_SOURCE: -111.60, RSRP_TARGET: -93.17, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -16.02, SINR_TARGET: 16.47, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 51, UE_ID: 29, CELL_SOURCE_ID: 54, CELL_TARGET_ID: 2, RSRP_SOURCE: -106.41, RSRP_TARGET: -90.40, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -8.06, SINR_TARGET: 18.06, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 1
TIMESTAMP: 52, UE_ID: 42, CELL_SOURCE_ID: 41, CELL_TARGET_ID: 1, RSRP_SOURCE: -112.56, RSRP_TARGET: -95.59, RSRQ_SOURCE: -3.00, RSRQ_TARGET: -3.00, SINR_SOURCE: -12.56, SINR_TARGET: 13.96, TIME_TO_TRIGGER: 12.00, A3_OFFSET: 10.00, HOF: 0
